Time Step,Time,precip_scf,SWE_mm,snowh,raim,sm_frac_0_4m
0,2016-12-01 00:00:00,inf,0.1,0.0,0.0,0.8373529422926712
1,2016-12-01 01:00:00,inf,0.2,0.0,0.0,0.15988041499109518
2,2016-12-01 02:00:00,inf,0.3,0.0,0.0,0.6821844020651432
3,2016-12-01 03:00:00,inf,0.2,0.0,0.0,0.8106347200114236
4,2016-12-01 04:00:00,inf,0.1,0.0,0.0,0.09157270162378228
5,2016-12-01 05:00:00,inf,0.5,0.0,0.0,0.9930085890415868
6,2016-12-01 06:00:00,inf,75.0,0.0,0.0,0.13238788232433485
7,2016-12-01 07:00:00,inf,0.2,0.0,0.0,0.4652922272341562
8,2016-12-01 08:00:00,inf,0.1,0.0,0.0,0.4137445601302365
9,2016-12-01 09:00:00,inf,0.2,0.0,0.0,0.6506290057198352
10,2016-12-01 10:00:00,inf,0.3,0.0,0.0,0.9767350335216115
11,2016-12-01 11:00:00,inf,0.2,0.0,0.0,0.25482460109302885
12,2016-12-01 12:00:00,inf,0.1,0.0,0.0,0.0738437072926782
13,2016-12-01 13:00:00,inf,0.2,0.0,0.0,0.5699519474196694
14,2016-12-01 14:00:00,inf,0.3,0.0,0.0,0.22415624287148717
15,2016-12-01 15:00:00,inf,0.2,0.0,0.0,0.9225453494371795
16,2016-12-01 16:00:00,inf,0.1,0.0,0.0,0.36007340804131405
17,2016-12-01 17:00:00,inf,0.2,0.0,0.0,0.5224677422841558
18,2016-12-01 18:00:00,inf,0.3,0.0,0.0,0.8835107601249143
19,2016-12-01 19:00:00,inf,0.2,0.0,0.0,0.32048080992246786
20,2016-12-01 20:00:00,inf,0.1,0.0,0.0,0.12138291695159686
21,2016-12-01 21:00:00,inf,0.2,0.0,0.0,0.09425197252454676
22,2016-12-01 22:00:00,inf,0.3,0.0,0.0,0.0910903256880119
23,2016-12-01 23:00:00,inf,0.2,0.0,0.0,0.12502284222451365
24,2016-12-02 00:00:00,inf,0.1,0.0,0.0,0.7337315677279108
25,2016-12-02 01:00:00,inf,0.2,0.0,0.0,0.12518116876523988
26,2016-12-02 02:00:00,inf,0.3,0.0,0.0,0.48185252276470725
27,2016-12-02 03:00:00,inf,0.2,0.0,0.0,0.7965095075690579
28,2016-12-02 04:00:00,inf,0.1,0.0,0.0,0.9271465833617556
29,2016-12-02 05:00:00,inf,0.5,0.0,0.0,0.7251905716351567
30,2016-12-02 06:00:00,inf,20.0,0.0,0.0,0.16229616431155958
31,2016-12-02 07:00:00,inf,0.1,0.0,0.0,0.44182427238928956
32,2016-12-02 08:00:00,inf,0.1,0.0,0.0,0.9966226427940328
33,2016-12-02 09:00:00,inf,0.1,0.0,0.0,0.14668924403427486
34,2016-12-02 10:00:00,inf,0.1,0.0,0.0,0.17372266027402117
35,2016-12-02 11:00:00,inf,0.1,0.0,0.0,0.43223056601841325
36,2016-12-02 12:00:00,inf,0.1,0.0,0.0,0.8796852847899147
37,2016-12-02 13:00:00,inf,0.1,0.0,0.0,0.77365686183766
38,2016-12-02 14:00:00,inf,0.1,0.0,0.0,0.7911523406152485
39,2016-12-02 15:00:00,inf,0.1,0.0,0.0,0.1437416334384758
40,2016-12-02 16:00:00,inf,0.1,0.0,0.0,0.6881472530876966
41,2016-12-02 17:00:00,inf,0.1,0.0,0.0,0.9973403322946499
