Time Step,Time,precip_scf,SWE_mm,snowh,raim,sm_frac_0_4m
0,2016-12-01 00:00:00,inf,0.1,0.0,0.0,0.5599106857163689
1,2016-12-01 01:00:00,inf,0.2,0.0,0.0,0.003585974842007955
2,2016-12-01 02:00:00,inf,0.3,0.0,0.0,0.35359240085290555
3,2016-12-01 03:00:00,inf,0.2,0.0,0.0,0.9100458513167405
4,2016-12-01 04:00:00,inf,0.1,0.0,0.0,0.8949818321096839
5,2016-12-01 05:00:00,inf,0.5,0.0,0.0,0.6941603117140038
6,2016-12-01 06:00:00,inf,55.0,0.0,0.0,0.7965821112117428
7,2016-12-01 07:00:00,inf,0.2,0.0,0.0,0.30173960085036977
8,2016-12-01 08:00:00,inf,0.1,0.0,0.0,0.9297252538700926
9,2016-12-01 09:00:00,inf,0.2,0.0,0.0,0.13448142503963945
10,2016-12-01 10:00:00,inf,0.3,0.0,0.0,0.1549491350391291
11,2016-12-01 11:00:00,inf,0.2,0.0,0.0,0.43221252650747133
12,2016-12-01 12:00:00,inf,0.1,0.0,0.0,0.6467328560964376
13,2016-12-01 13:00:00,inf,0.2,0.0,0.0,0.9786988267536243
14,2016-12-01 14:00:00,inf,0.3,0.0,0.0,0.5750461273567783
15,2016-12-01 15:00:00,inf,0.2,0.0,0.0,0.5536383717685524
16,2016-12-01 16:00:00,inf,0.1,0.0,0.0,0.12734680256983422
17,2016-12-01 17:00:00,inf,0.2,0.0,0.0,0.28751146441289177
18,2016-12-01 18:00:00,inf,0.3,0.0,0.0,0.22570782399251454
19,2016-12-01 19:00:00,inf,0.2,0.0,0.0,0.2048589856176961
20,2016-12-01 20:00:00,inf,0.1,0.0,0.0,0.13491594479942604
21,2016-12-01 21:00:00,inf,0.2,0.0,0.0,0.06907621927069452
22,2016-12-01 22:00:00,inf,0.3,0.0,0.0,0.6539788958494099
23,2016-12-01 23:00:00,inf,0.2,0.0,0.0,0.17625361347065882
24,2016-12-02 00:00:00,inf,0.1,0.0,0.0,0.1107796785385936
25,2016-12-02 01:00:00,inf,0.2,0.0,0.0,0.2735448841478698
26,2016-12-02 02:00:00,inf,0.3,0.0,0.0,0.7729258295169191
27,2016-12-02 03:00:00,inf,0.2,0.0,0.0,0.8785515489876079
28,2016-12-02 04:00:00,inf,0.1,0.0,0.0,0.6518315955608855
29,2016-12-02 05:00:00,inf,0.5,0.0,0.0,0.8679036782369945
30,2016-12-02 06:00:00,inf,20.0,0.0,0.0,0.8782893710908223
31,2016-12-02 07:00:00,inf,0.1,0.0,0.0,0.7900618816312454
32,2016-12-02 08:00:00,inf,0.1,0.0,0.0,0.79347234007947
33,2016-12-02 09:00:00,inf,0.1,0.0,0.0,0.3380363570109597
34,2016-12-02 10:00:00,inf,0.1,0.0,0.0,0.6263827629802589
35,2016-12-02 11:00:00,inf,0.1,0.0,0.0,0.6536492883109819
36,2016-12-02 12:00:00,inf,0.1,0.0,0.0,0.12942431572784918
37,2016-12-02 13:00:00,inf,0.1,0.0,0.0,0.2756921927415489
38,2016-12-02 14:00:00,inf,0.1,0.0,0.0,0.7939845783968982
39,2016-12-02 15:00:00,inf,0.1,0.0,0.0,0.5197135042240296
40,2016-12-02 16:00:00,inf,0.1,0.0,0.0,0.7294997188095205
41,2016-12-02 17:00:00,inf,0.1,0.0,0.0,0.970722741597798
