Time Step,Time,precip_scf,SWE_mm,snowh,raim,sm_frac_0_4m
0,2016-12-01 00:00:00,inf,0.1,0.0,0.0,0.4525127103542056
1,2016-12-01 01:00:00,inf,0.2,0.0,0.0,0.694382985042938
2,2016-12-01 02:00:00,inf,0.3,0.0,0.0,0.33805028137351767
3,2016-12-01 03:00:00,inf,0.2,0.0,0.0,0.024731826708124238
4,2016-12-01 04:00:00,inf,0.1,0.0,0.0,0.05024172075477462
5,2016-12-01 05:00:00,inf,0.5,0.0,0.0,0.49827468856534896
6,2016-12-01 06:00:00,inf,75.0,0.0,0.0,0.5736001015155835
7,2016-12-01 07:00:00,inf,0.2,0.0,0.0,0.7434845119430555
8,2016-12-01 08:00:00,inf,0.1,0.0,0.0,0.7947429735198125
9,2016-12-01 09:00:00,inf,0.2,0.0,0.0,0.9922406586483298
10,2016-12-01 10:00:00,inf,0.3,0.0,0.0,0.4858804714383922
11,2016-12-01 11:00:00,inf,0.2,0.0,0.0,0.4240771754696868
12,2016-12-01 12:00:00,inf,0.1,0.0,0.0,0.0017327483097041574
13,2016-12-01 13:00:00,inf,0.2,0.0,0.0,0.3505311446308502
14,2016-12-01 14:00:00,inf,0.3,0.0,0.0,0.2226047359767006
15,2016-12-01 15:00:00,inf,0.2,0.0,0.0,0.9673067616348712
16,2016-12-01 16:00:00,inf,0.1,0.0,0.0,0.07100851928423502
17,2016-12-01 17:00:00,inf,0.2,0.0,0.0,0.09185093618066764
18,2016-12-01 18:00:00,inf,0.3,0.0,0.0,0.4298566973975514
19,2016-12-01 19:00:00,inf,0.2,0.0,0.0,0.4398062669520889
20,2016-12-01 20:00:00,inf,0.1,0.0,0.0,0.8121524172710068
21,2016-12-01 21:00:00,inf,0.2,0.0,0.0,0.15292548019247998
22,2016-12-01 22:00:00,inf,0.3,0.0,0.0,0.6473204985692858
23,2016-12-01 23:00:00,inf,0.2,0.0,0.0,0.19495094670648339
24,2016-12-02 00:00:00,inf,0.1,0.0,0.0,0.32142499279340375
25,2016-12-02 01:00:00,inf,0.2,0.0,0.0,0.8744082197254961
26,2016-12-02 02:00:00,inf,0.3,0.0,0.0,0.43012660840159056
27,2016-12-02 03:00:00,inf,0.2,0.0,0.0,0.36799438451945987
28,2016-12-02 04:00:00,inf,0.1,0.0,0.0,0.5965098233930218
29,2016-12-02 05:00:00,inf,0.5,0.0,0.0,0.5972936211621248
30,2016-12-02 06:00:00,inf,20.0,0.0,0.0,0.5084161103393077
31,2016-12-02 07:00:00,inf,0.1,0.0,0.0,0.9525895601977565
32,2016-12-02 08:00:00,inf,0.1,0.0,0.0,0.0688586554082482
33,2016-12-02 09:00:00,inf,0.1,0.0,0.0,0.546418995651603
34,2016-12-02 10:00:00,inf,0.1,0.0,0.0,0.9061431471911957
35,2016-12-02 11:00:00,inf,0.1,0.0,0.0,0.8965944113552704
36,2016-12-02 12:00:00,inf,0.1,0.0,0.0,0.2713070020509335
37,2016-12-02 13:00:00,inf,0.1,0.0,0.0,0.6650464637486961
38,2016-12-02 14:00:00,inf,0.1,0.0,0.0,0.9751244173087902
39,2016-12-02 15:00:00,inf,0.1,0.0,0.0,0.10388127298096095
40,2016-12-02 16:00:00,inf,0.1,0.0,0.0,0.19932670291667676
41,2016-12-02 17:00:00,inf,0.1,0.0,0.0,0.10515876660890455
