Time Step,Time,precip_scf,SWE_mm,snowh,raim,sm_frac_0_4m
0,2016-12-01 00:00:00,inf,0.1,0.0,0.0,0.745791433973926
1,2016-12-01 01:00:00,inf,0.2,0.0,0.0,0.5821459236424181
2,2016-12-01 02:00:00,inf,0.3,0.0,0.0,0.1552345249124265
3,2016-12-01 03:00:00,inf,0.2,0.0,0.0,0.9900218212024068
4,2016-12-01 04:00:00,inf,0.1,0.0,0.0,0.8364827178337632
5,2016-12-01 05:00:00,inf,0.5,0.0,0.0,0.9113370656011558
6,2016-12-01 06:00:00,inf,49.0,0.0,0.0,0.4461021313340491
7,2016-12-01 07:00:00,inf,0.2,0.0,0.0,0.4087793629841956
8,2016-12-01 08:00:00,inf,0.1,0.0,0.0,0.17789686922483616
9,2016-12-01 09:00:00,inf,0.2,0.0,0.0,0.40311960928880397
10,2016-12-01 10:00:00,inf,0.3,0.0,0.0,0.07560552053662406
11,2016-12-01 11:00:00,inf,0.2,0.0,0.0,0.47594192896018683
12,2016-12-01 12:00:00,inf,0.1,0.0,0.0,0.4275183753626913
13,2016-12-01 13:00:00,inf,0.2,0.0,0.0,0.5317616251565819
14,2016-12-01 14:00:00,inf,0.3,0.0,0.0,0.2658885923493408
15,2016-12-01 15:00:00,inf,0.2,0.0,0.0,0.35481366640263323
16,2016-12-01 16:00:00,inf,0.1,0.0,0.0,0.13906187488454425
17,2016-12-01 17:00:00,inf,0.2,0.0,0.0,0.17036848105150348
18,2016-12-01 18:00:00,inf,0.3,0.0,0.0,0.3873647986574972
19,2016-12-01 19:00:00,inf,0.2,0.0,0.0,0.20698972912411018
20,2016-12-01 20:00:00,inf,0.1,0.0,0.0,0.11328435066598286
21,2016-12-01 21:00:00,inf,0.2,0.0,0.0,0.21928851080190648
22,2016-12-01 22:00:00,inf,0.3,0.0,0.0,0.5979216466748801
23,2016-12-01 23:00:00,inf,0.2,0.0,0.0,0.04993641932028248
24,2016-12-02 00:00:00,inf,0.1,0.0,0.0,0.09516242788525808
25,2016-12-02 01:00:00,inf,0.2,0.0,0.0,0.7138206080785174
26,2016-12-02 02:00:00,inf,0.3,0.0,0.0,0.8818503774224793
27,2016-12-02 03:00:00,inf,0.2,0.0,0.0,0.008554672411186348
28,2016-12-02 04:00:00,inf,0.1,0.0,0.0,0.9771226038441317
29,2016-12-02 05:00:00,inf,0.5,0.0,0.0,0.19300736438603783
30,2016-12-02 06:00:00,inf,20.0,0.0,0.0,0.1624730244545184
31,2016-12-02 07:00:00,inf,0.1,0.0,0.0,0.5454233358133312
32,2016-12-02 08:00:00,inf,0.1,0.0,0.0,0.4149696614777396
33,2016-12-02 09:00:00,inf,0.1,0.0,0.0,0.703254379847185
34,2016-12-02 10:00:00,inf,0.1,0.0,0.0,0.3505276720319961
35,2016-12-02 11:00:00,inf,0.1,0.0,0.0,0.626507489197031
36,2016-12-02 12:00:00,inf,0.1,0.0,0.0,0.3767881688297827
37,2016-12-02 13:00:00,inf,0.1,0.0,0.0,0.6990231442761486
38,2016-12-02 14:00:00,inf,0.1,0.0,0.0,0.841338333458133
39,2016-12-02 15:00:00,inf,0.1,0.0,0.0,0.3586809199654647
40,2016-12-02 16:00:00,inf,0.1,0.0,0.0,0.51053667121413
41,2016-12-02 17:00:00,inf,0.1,0.0,0.0,0.4975651678486507
