Time Step,Time,precip_scf,SWE_mm,snowh,raim,sm_frac_0_4m
0,2016-12-01 00:00:00,inf,0.1,0.0,0.0,0.4083560830627133
1,2016-12-01 01:00:00,inf,0.2,0.0,0.0,0.5383437848343344
2,2016-12-01 02:00:00,inf,0.3,0.0,0.0,0.6803346109841031
3,2016-12-01 03:00:00,inf,0.2,0.0,0.0,0.26526251639884857
4,2016-12-01 04:00:00,inf,0.1,0.0,0.0,0.43102713490972266
5,2016-12-01 05:00:00,inf,0.5,0.0,0.0,0.3329323990815547
6,2016-12-01 06:00:00,inf,65.0,0.0,0.0,0.9724992970569946
7,2016-12-01 07:00:00,inf,0.2,0.0,0.0,0.682366665623335
8,2016-12-01 08:00:00,inf,0.1,0.0,0.0,0.11216956462547878
9,2016-12-01 09:00:00,inf,0.2,0.0,0.0,0.9618127399419742
10,2016-12-01 10:00:00,inf,0.3,0.0,0.0,0.6439018102608215
11,2016-12-01 11:00:00,inf,0.2,0.0,0.0,0.21859646453633075
12,2016-12-01 12:00:00,inf,0.1,0.0,0.0,0.07045914896131522
13,2016-12-01 13:00:00,inf,0.2,0.0,0.0,0.6945756137455997
14,2016-12-01 14:00:00,inf,0.3,0.0,0.0,0.7823574957687871
15,2016-12-01 15:00:00,inf,0.2,0.0,0.0,0.7365278034724329
16,2016-12-01 16:00:00,inf,0.1,0.0,0.0,0.29530358946442914
17,2016-12-01 17:00:00,inf,0.2,0.0,0.0,0.11935685538011909
18,2016-12-01 18:00:00,inf,0.3,0.0,0.0,0.5143098577984556
19,2016-12-01 19:00:00,inf,0.2,0.0,0.0,0.8250058306695872
20,2016-12-01 20:00:00,inf,0.1,0.0,0.0,0.22797850296386768
21,2016-12-01 21:00:00,inf,0.2,0.0,0.0,0.805217910829816
22,2016-12-01 22:00:00,inf,0.3,0.0,0.0,0.4417117928949097
23,2016-12-01 23:00:00,inf,0.2,0.0,0.0,0.7811886685401127
24,2016-12-02 00:00:00,inf,0.1,0.0,0.0,0.7342572699239178
25,2016-12-02 01:00:00,inf,0.2,0.0,0.0,0.5614101280347997
26,2016-12-02 02:00:00,inf,0.3,0.0,0.0,0.8971917510084331
27,2016-12-02 03:00:00,inf,0.2,0.0,0.0,0.9007054523190471
28,2016-12-02 04:00:00,inf,0.1,0.0,0.0,0.5711852989451044
29,2016-12-02 05:00:00,inf,0.5,0.0,0.0,0.7953120442074378
30,2016-12-02 06:00:00,inf,20.0,0.0,0.0,0.3066825377571629
31,2016-12-02 07:00:00,inf,0.1,0.0,0.0,0.38271863832853137
32,2016-12-02 08:00:00,inf,0.1,0.0,0.0,0.1351493145458732
33,2016-12-02 09:00:00,inf,0.1,0.0,0.0,0.7887194009826246
34,2016-12-02 10:00:00,inf,0.1,0.0,0.0,0.4101804439575656
35,2016-12-02 11:00:00,inf,0.1,0.0,0.0,0.9568364617071623
36,2016-12-02 12:00:00,inf,0.1,0.0,0.0,0.16787547772531008
37,2016-12-02 13:00:00,inf,0.1,0.0,0.0,0.9477225445898223
38,2016-12-02 14:00:00,inf,0.1,0.0,0.0,0.8191122324694146
39,2016-12-02 15:00:00,inf,0.1,0.0,0.0,0.5514189381727868
40,2016-12-02 16:00:00,inf,0.1,0.0,0.0,0.20783964682272094
41,2016-12-02 17:00:00,inf,0.1,0.0,0.0,0.6511650999577975
