Time Step,Time,precip_scf,SWE_mm,snowh,raim,sm_frac_0_4m,sm_profile_0_1m
0,2016-12-01 00:00:00,inf,0.1,0.0,0.0,0.0744144853164785,0.6492697286827099
1,2016-12-01 01:00:00,inf,0.2,0.0,0.0,0.1157232706798577,0.7705197848797636
2,2016-12-01 02:00:00,inf,0.3,0.0,0.0,0.1111117614054432,0.8736219868860924
3,2016-12-01 03:00:00,inf,0.2,0.0,0.0,0.1187078879862646,0.4688237533278562
4,2016-12-01 04:00:00,inf,0.1,0.0,0.0,0.0561123523980263,0.2924199110663771
5,2016-12-01 05:00:00,inf,0.5,0.0,0.0,0.1243632236531885,0.9606177061170703
6,2016-12-01 06:00:00,inf,95.0,0.0,0.0,0.1392458949648453,0.0005090037718509244
7,2016-12-01 07:00:00,inf,0.2,0.0,0.0,0.0660838282010819,0.7299405616971006
8,2016-12-01 08:00:00,inf,0.1,0.0,0.0,0.1025340002004976,0.9683215626251891
9,2016-12-01 09:00:00,inf,0.2,0.0,0.0,0.14295724049913,0.2972777869277887
10,2016-12-01 10:00:00,inf,0.3,0.0,0.0,0.1474697496288348,0.9936531315608589
11,2016-12-01 11:00:00,inf,0.2,0.0,0.0,0.0618011306177584,0.2765654258051903
12,2016-12-01 12:00:00,inf,0.1,0.0,0.0,-0.0276334983712722,0.28700150858534745
13,2016-12-01 13:00:00,inf,0.2,0.0,0.0,0.1013204100411205,0.9659021050024448
14,2016-12-01 14:00:00,inf,0.3,0.0,0.0,0.0788285432202767,0.44189221490294306
15,2016-12-01 15:00:00,inf,0.2,0.0,0.0,0.1488380456208017,0.30015647452188254
16,2016-12-01 16:00:00,inf,0.1,0.0,0.0,0.1860864645233101,0.37038371069890497
17,2016-12-01 17:00:00,inf,0.2,0.0,0.0,0.1645321488610772,0.9768936201819467
18,2016-12-01 18:00:00,inf,0.3,0.0,0.0,0.0763504229717933,0.6611250538731879
19,2016-12-01 19:00:00,inf,0.2,0.0,0.0,0.1135813001753514,0.551324056419626
20,2016-12-01 20:00:00,inf,0.1,0.0,0.0,0.0905128762281557,0.008643058422076466
21,2016-12-01 21:00:00,inf,0.2,0.0,0.0,0.1475027226727281,0.7398356259873929
22,2016-12-01 22:00:00,inf,0.3,0.0,0.0,0.1538788966428073,0.4073179088878154
23,2016-12-01 23:00:00,inf,0.2,0.0,0.0,0.0814539527665256,0.59163116866135
24,2016-12-02 00:00:00,inf,0.1,0.0,0.0,0.0483797358980152,0.364937730756825
25,2016-12-02 01:00:00,inf,0.2,0.0,0.0,-0.0134391974326267,0.8113370987418117
26,2016-12-02 02:00:00,inf,0.3,0.0,0.0,0.0067468858525446,0.7662983040255014
27,2016-12-02 03:00:00,inf,0.2,0.0,0.0,0.0584133004207413,0.504634491215821
28,2016-12-02 04:00:00,inf,0.1,0.0,0.0,0.1897645428166391,0.5589692280148258
29,2016-12-02 05:00:00,inf,0.5,0.0,0.0,0.176728235707089,0.3211217404441997
30,2016-12-02 06:00:00,inf,20.0,0.0,0.0,0.1354754987180255,0.9324505328700211
31,2016-12-02 07:00:00,inf,0.1,0.0,0.0,0.0817623325465688,0.0220279750075153
32,2016-12-02 08:00:00,inf,0.1,0.0,0.0,0.0680966586058553,0.5759141813245744
33,2016-12-02 09:00:00,inf,0.1,0.0,0.0,-0.0344170365648217,0.8815496770664238
34,2016-12-02 10:00:00,inf,0.1,0.0,0.0,0.0380687188986349,0.7539715331160352
35,2016-12-02 11:00:00,inf,0.1,0.0,0.0,0.0062998929522282,0.9913242351443677
36,2016-12-02 12:00:00,inf,0.1,0.0,0.0,0.0934527569691545,0.9631524250159961
37,2016-12-02 13:00:00,inf,0.1,0.0,0.0,0.0814309115507941,0.8154981871266621
38,2016-12-02 14:00:00,inf,0.1,0.0,0.0,0.143955297857076,0.44614110079554825
39,2016-12-02 15:00:00,inf,0.1,0.0,0.0,0.1329186313863865,0.39568895835930784
40,2016-12-02 16:00:00,inf,0.1,0.0,0.0,0.1290790476164262,0.9662455364540646
41,2016-12-02 17:00:00,inf,0.1,0.0,0.0,0.1112538024674425,0.8980594908715336
