Time Step,Time,precip_scf,SWE_mm,snowh,raim,sm_frac_0_4m,sm_profile_0_1m
0,2016-12-01 00:00:00,inf,0.1,0.0,0.0,0.0279789312451592,0.11514810793113239
1,2016-12-01 01:00:00,inf,0.2,0.0,0.0,0.0624319260109264,0.48064584148056566
2,2016-12-01 02:00:00,inf,0.3,0.0,0.0,0.1774216999713678,0.6797383489986986
3,2016-12-01 03:00:00,inf,0.2,0.0,0.0,0.0928689120048297,0.9366903920093345
4,2016-12-01 04:00:00,inf,0.1,0.0,0.0,0.126483990613666,0.03442280506619788
5,2016-12-01 05:00:00,inf,0.5,0.0,0.0,0.1630065837329625,0.569065837112909
6,2016-12-01 06:00:00,inf,49.0,0.0,0.0,0.1202919116855117,0.46302263092503537
7,2016-12-01 07:00:00,inf,0.2,0.0,0.0,0.1301954582408554,0.8112188194638477
8,2016-12-01 08:00:00,inf,0.1,0.0,0.0,0.0474881735365848,0.27339554989754833
9,2016-12-01 09:00:00,inf,0.2,0.0,0.0,0.0484259391146612,0.016300351342772745
10,2016-12-01 10:00:00,inf,0.3,0.0,0.0,0.0786559055682022,0.09882047097986535
11,2016-12-01 11:00:00,inf,0.2,0.0,0.0,0.1037495961750533,0.8870912422616798
12,2016-12-01 12:00:00,inf,0.1,0.0,0.0,0.176529922007946,0.5198373691781011
13,2016-12-01 13:00:00,inf,0.2,0.0,0.0,0.1737690222166085,0.22991270446153722
14,2016-12-01 14:00:00,inf,0.3,0.0,0.0,0.1789608449386031,0.22984980376922315
15,2016-12-01 15:00:00,inf,0.2,0.0,0.0,0.1412197228462598,0.8296395205685888
16,2016-12-01 16:00:00,inf,0.1,0.0,0.0,0.1354571500324264,0.07649665758516644
17,2016-12-01 17:00:00,inf,0.2,0.0,0.0,0.1203557469262681,0.8203188546742686
18,2016-12-01 18:00:00,inf,0.3,0.0,0.0,0.2194524569496679,0.3162754735549884
19,2016-12-01 19:00:00,inf,0.2,0.0,0.0,0.1199515286340713,0.23224880125767822
20,2016-12-01 20:00:00,inf,0.1,0.0,0.0,0.1221707931852377,0.0028286841516808048
21,2016-12-01 21:00:00,inf,0.2,0.0,0.0,0.0842509597967081,0.8182015747153443
22,2016-12-01 22:00:00,inf,0.3,0.0,0.0,0.065175878770357,0.7955111938497825
23,2016-12-01 23:00:00,inf,0.2,0.0,0.0,0.1419873116011935,0.022945275328851378
24,2016-12-02 00:00:00,inf,0.1,0.0,0.0,0.0218568266743116,0.7617518222826258
25,2016-12-02 01:00:00,inf,0.2,0.0,0.0,0.1402329001421673,0.6244007404471389
26,2016-12-02 02:00:00,inf,0.3,0.0,0.0,0.1502362378366084,0.4125593602025103
27,2016-12-02 03:00:00,inf,0.2,0.0,0.0,0.089815589440374,0.21831997637471146
28,2016-12-02 04:00:00,inf,0.1,0.0,0.0,0.1090902374088272,0.2630801973039636
29,2016-12-02 05:00:00,inf,0.5,0.0,0.0,0.138887724087358,0.5207736604108851
30,2016-12-02 06:00:00,inf,20.0,0.0,0.0,0.1114729311114954,0.3128668662870576
31,2016-12-02 07:00:00,inf,0.1,0.0,0.0,0.1211206751746361,0.35143115780500855
32,2016-12-02 08:00:00,inf,0.1,0.0,0.0,0.0312529183987187,0.028765804267003703
33,2016-12-02 09:00:00,inf,0.1,0.0,0.0,0.1402518205875293,0.09560271033421675
34,2016-12-02 10:00:00,inf,0.1,0.0,0.0,0.1200224724343115,0.42811790711234887
35,2016-12-02 11:00:00,inf,0.1,0.0,0.0,0.0712227769750222,0.4990725675473481
36,2016-12-02 12:00:00,inf,0.1,0.0,0.0,0.0816426812509707,0.7703002325544495
37,2016-12-02 13:00:00,inf,0.1,0.0,0.0,0.1243903172993408,0.43180455359504266
38,2016-12-02 14:00:00,inf,0.1,0.0,0.0,0.1923444032530664,0.26359433332180293
39,2016-12-02 15:00:00,inf,0.1,0.0,0.0,-0.0053162402480233,0.9944525193155751
40,2016-12-02 16:00:00,inf,0.1,0.0,0.0,0.0166809445321056,0.9036512703298399
41,2016-12-02 17:00:00,inf,0.1,0.0,0.0,0.1635079301398708,0.791846038157316
