Time Step,Time,precip_scf,SWE_mm,snowh,raim,sm_frac_0_4m,sm_profile_0_1m
0,2016-12-01 00:00:00,inf,0.1,0.0,0.0,0.1612063860445113,0.9294811289780062
1,2016-12-01 01:00:00,inf,0.2,0.0,0.0,0.0687728814686951,0.5572343999029792
2,2016-12-01 02:00:00,inf,0.3,0.0,0.0,0.1087771668342697,0.9818314500741058
3,2016-12-01 03:00:00,inf,0.2,0.0,0.0,0.0106540711120519,0.6539409458651848
4,2016-12-01 04:00:00,inf,0.1,0.0,0.0,0.2339334601098679,0.9866034624857792
5,2016-12-01 05:00:00,inf,0.5,0.0,0.0,0.0570743821551294,0.6821940208411009
6,2016-12-01 06:00:00,inf,90.0,0.0,0.0,0.0006655224697368,0.5315617490088718
7,2016-12-01 07:00:00,inf,0.2,0.0,0.0,0.0932498263342991,0.20704345332775065
8,2016-12-01 08:00:00,inf,0.1,0.0,0.0,0.0366366723255562,0.5243536070271159
9,2016-12-01 09:00:00,inf,0.2,0.0,0.0,0.0557763338509775,0.14125448559997678
10,2016-12-01 10:00:00,inf,0.3,0.0,0.0,0.1710256493237028,0.6289708736050147
11,2016-12-01 11:00:00,inf,0.2,0.0,0.0,0.1383701421891632,0.1925057549548177
12,2016-12-01 12:00:00,inf,0.1,0.0,0.0,0.0966022541844304,0.3771851726198304
13,2016-12-01 13:00:00,inf,0.2,0.0,0.0,0.17690860548365,0.6092621383725009
14,2016-12-01 14:00:00,inf,0.3,0.0,0.0,0.0813763391949763,0.4561639730095468
15,2016-12-01 15:00:00,inf,0.2,0.0,0.0,0.0255831992918811,0.6160941304938863
16,2016-12-01 16:00:00,inf,0.1,0.0,0.0,0.0196261089096023,0.7109496214718064
17,2016-12-01 17:00:00,inf,0.2,0.0,0.0,0.1592918044635629,0.4500477403273807
18,2016-12-01 18:00:00,inf,0.3,0.0,0.0,0.0711047703954499,0.8531684224127616
19,2016-12-01 19:00:00,inf,0.2,0.0,0.0,0.1478352633818276,0.6058981936529045
20,2016-12-01 20:00:00,inf,0.1,0.0,0.0,0.0269805967081857,0.851706666660428
21,2016-12-01 21:00:00,inf,0.2,0.0,0.0,0.0875853348362557,0.7535503208672629
22,2016-12-01 22:00:00,inf,0.3,0.0,0.0,0.1448915792965446,0.5029114167061238
23,2016-12-01 23:00:00,inf,0.2,0.0,0.0,0.1460406856211954,0.7799587866548606
24,2016-12-02 00:00:00,inf,0.1,0.0,0.0,0.152757979124512,0.7759246317129344
25,2016-12-02 01:00:00,inf,0.2,0.0,0.0,0.1140685736114166,0.572285178767164
26,2016-12-02 02:00:00,inf,0.3,0.0,0.0,0.1068352923808114,0.2159025131141883
27,2016-12-02 03:00:00,inf,0.2,0.0,0.0,0.0195926655827762,0.698405440442576
28,2016-12-02 04:00:00,inf,0.1,0.0,0.0,0.095063133046011,0.06269264797856056
29,2016-12-02 05:00:00,inf,0.5,0.0,0.0,0.1405110084125959,0.8986573649549303
30,2016-12-02 06:00:00,inf,20.0,0.0,0.0,0.0588706521729944,0.36569240895350696
31,2016-12-02 07:00:00,inf,0.1,0.0,0.0,0.0002978185516932,0.21456517616584847
32,2016-12-02 08:00:00,inf,0.1,0.0,0.0,0.0697876250465299,0.03149815194391925
33,2016-12-02 09:00:00,inf,0.1,0.0,0.0,0.0997337639706621,0.3810753132628967
34,2016-12-02 10:00:00,inf,0.1,0.0,0.0,0.1268344444067778,0.3081248083572009
35,2016-12-02 11:00:00,inf,0.1,0.0,0.0,0.1369054510534813,0.16454750115984973
36,2016-12-02 12:00:00,inf,0.1,0.0,0.0,0.114850182281939,0.8001151516803934
37,2016-12-02 13:00:00,inf,0.1,0.0,0.0,0.0202835500755449,0.7488685552122442
38,2016-12-02 14:00:00,inf,0.1,0.0,0.0,0.1305675092417265,0.4975711812888869
39,2016-12-02 15:00:00,inf,0.1,0.0,0.0,0.2090959541666915,0.1649709240337991
40,2016-12-02 16:00:00,inf,0.1,0.0,0.0,0.153055140522635,0.78471424781449
41,2016-12-02 17:00:00,inf,0.1,0.0,0.0,0.0864442851989472,0.2901090050418693
