Time Step,Time,precip_scf,SWE_mm,snowh,raim,sm_frac_0_4m,sm_profile_0_1m
0,2016-12-01 00:00:00,inf,0.1,0.0,0.0,0.1456366615688242,0.6326224605157337
1,2016-12-01 01:00:00,inf,0.2,0.0,0.0,0.1688783038350032,0.7650523742678095
2,2016-12-01 02:00:00,inf,0.3,0.0,0.0,0.125475736797227,0.8996270386212818
3,2016-12-01 03:00:00,inf,0.2,0.0,0.0,0.0749819477343634,0.3337140462435817
4,2016-12-01 04:00:00,inf,0.1,0.0,0.0,0.0984930805016656,0.1348575669817521
5,2016-12-01 05:00:00,inf,0.5,0.0,0.0,0.0888767794842413,0.08140637072337387
6,2016-12-01 06:00:00,inf,55.0,0.0,0.0,0.0996054921529592,0.7967225323899432
7,2016-12-01 07:00:00,inf,0.2,0.0,0.0,0.0742437022071232,0.7499578829335279
8,2016-12-01 08:00:00,inf,0.1,0.0,0.0,0.0776891889899671,0.44521335049283406
9,2016-12-01 09:00:00,inf,0.2,0.0,0.0,0.0447390692209925,0.6332270081748956
10,2016-12-01 10:00:00,inf,0.3,0.0,0.0,0.1855945316451428,0.6325304509920519
11,2016-12-01 11:00:00,inf,0.2,0.0,0.0,0.1191123324750602,0.5061317783770443
12,2016-12-01 12:00:00,inf,0.1,0.0,0.0,0.0143465742579933,0.6695301794691796
13,2016-12-01 13:00:00,inf,0.2,0.0,0.0,0.0529432717775758,0.7701101780367376
14,2016-12-01 14:00:00,inf,0.3,0.0,0.0,0.1343287382486497,0.636438103422825
15,2016-12-01 15:00:00,inf,0.2,0.0,0.0,0.1144675358775543,0.19241165684530537
16,2016-12-01 16:00:00,inf,0.1,0.0,0.0,0.0320592073901367,0.6793360449148576
17,2016-12-01 17:00:00,inf,0.2,0.0,0.0,0.057437617361812,0.547254224668458
18,2016-12-01 18:00:00,inf,0.3,0.0,0.0,0.0961286637964917,0.8115404787348411
19,2016-12-01 19:00:00,inf,0.2,0.0,0.0,0.1223428438039968,0.7577917524243939
20,2016-12-01 20:00:00,inf,0.1,0.0,0.0,0.1631136459820213,0.6588413374242645
21,2016-12-01 21:00:00,inf,0.2,0.0,0.0,0.1255071550186135,0.8871649533900573
22,2016-12-01 22:00:00,inf,0.3,0.0,0.0,0.085893343940379,0.9998441158957758
23,2016-12-01 23:00:00,inf,0.2,0.0,0.0,0.1340403906394164,0.1336381196771902
24,2016-12-02 00:00:00,inf,0.1,0.0,0.0,0.0357569325090361,0.4144097360426505
25,2016-12-02 01:00:00,inf,0.2,0.0,0.0,0.084067375145445,0.8843472281185393
26,2016-12-02 02:00:00,inf,0.3,0.0,0.0,0.1703625734969057,0.02388262987298817
27,2016-12-02 03:00:00,inf,0.2,0.0,0.0,0.1347800656521857,0.858478098445803
28,2016-12-02 04:00:00,inf,0.1,0.0,0.0,-0.0407577538933643,0.4710561176470257
29,2016-12-02 05:00:00,inf,0.5,0.0,0.0,0.1353521045406507,0.9500317887237306
30,2016-12-02 06:00:00,inf,20.0,0.0,0.0,0.0617431055642133,0.5854601481687451
31,2016-12-02 07:00:00,inf,0.1,0.0,0.0,0.1629611605057557,0.5987022462708766
32,2016-12-02 08:00:00,inf,0.1,0.0,0.0,0.021056649992932,0.747683825865831
33,2016-12-02 09:00:00,inf,0.1,0.0,0.0,0.0556008067226836,0.7223787360497798
34,2016-12-02 10:00:00,inf,0.1,0.0,0.0,0.0537882065130825,0.33451371033970767
35,2016-12-02 11:00:00,inf,0.1,0.0,0.0,0.0432171633329939,0.27094431912816297
36,2016-12-02 12:00:00,inf,0.1,0.0,0.0,0.1448948891835373,0.44119301483427265
37,2016-12-02 13:00:00,inf,0.1,0.0,0.0,0.0976166387006597,0.1213346113108339
38,2016-12-02 14:00:00,inf,0.1,0.0,0.0,0.1357739203540715,0.8174759397034015
39,2016-12-02 15:00:00,inf,0.1,0.0,0.0,0.0351501302593267,0.5955736448692461
40,2016-12-02 16:00:00,inf,0.1,0.0,0.0,0.0920799941831588,0.7159605235832854
41,2016-12-02 17:00:00,inf,0.1,0.0,0.0,0.0426613945003072,0.28180218763049847
