Time Step,Time,precip_scf,SWE_mm,snowh,raim,sm_frac_0_4m,sm_profile_0_1m
0,2016-12-01 00:00:00,inf,0.1,0.0,0.0,0.0998525164406468,0.2627729492015355
1,2016-12-01 01:00:00,inf,0.2,0.0,0.0,0.0868202188883784,0.007486658867828289
2,2016-12-01 02:00:00,inf,0.3,0.0,0.0,0.0289150289264051,0.43785109411706724
3,2016-12-01 03:00:00,inf,0.2,0.0,0.0,0.1260664722739168,0.21386950332149524
4,2016-12-01 04:00:00,inf,0.1,0.0,0.0,0.0632178588785823,0.4378648563943418
5,2016-12-01 05:00:00,inf,0.5,0.0,0.0,0.0631767797749257,0.4981329581766788
6,2016-12-01 06:00:00,inf,49.0,0.0,0.0,0.1025949267822963,0.032154897413288475
7,2016-12-01 07:00:00,inf,0.2,0.0,0.0,0.1223647072429294,0.06620230658091364
8,2016-12-01 08:00:00,inf,0.1,0.0,0.0,0.0288983063184127,0.11386865224403986
9,2016-12-01 09:00:00,inf,0.2,0.0,0.0,0.0199120536766601,0.1703624363845081
10,2016-12-01 10:00:00,inf,0.3,0.0,0.0,0.1898647701633394,0.5620486331829677
11,2016-12-01 11:00:00,inf,0.2,0.0,0.0,0.0503823072337244,0.9471050149809684
12,2016-12-01 12:00:00,inf,0.1,0.0,0.0,0.1732603121508607,0.6361585750128845
13,2016-12-01 13:00:00,inf,0.2,0.0,0.0,0.0676277984519352,0.9904830967776187
14,2016-12-01 14:00:00,inf,0.3,0.0,0.0,0.1517916663722465,0.7227414045903297
15,2016-12-01 15:00:00,inf,0.2,0.0,0.0,0.1755232650121848,0.15907731060398045
16,2016-12-01 16:00:00,inf,0.1,0.0,0.0,0.0202073939151915,0.06827877285940576
17,2016-12-01 17:00:00,inf,0.2,0.0,0.0,0.1203122388765539,0.05894363769144839
18,2016-12-01 18:00:00,inf,0.3,0.0,0.0,0.1087206632292237,0.22382108616036867
19,2016-12-01 19:00:00,inf,0.2,0.0,0.0,0.148838951985622,0.33524149918130797
20,2016-12-01 20:00:00,inf,0.1,0.0,0.0,0.0818057842441754,0.9545917622856882
21,2016-12-01 21:00:00,inf,0.2,0.0,0.0,0.0985641059530306,0.8872728989865639
22,2016-12-01 22:00:00,inf,0.3,0.0,0.0,0.0873243106460344,0.6219725834547419
23,2016-12-01 23:00:00,inf,0.2,0.0,0.0,0.0624518446208333,0.36248082447162333
24,2016-12-02 00:00:00,inf,0.1,0.0,0.0,0.0854081186345274,0.09502923256177476
25,2016-12-02 01:00:00,inf,0.2,0.0,0.0,0.0783049387216974,0.15741510726056507
26,2016-12-02 02:00:00,inf,0.3,0.0,0.0,0.0860489468704598,0.7464326020605473
27,2016-12-02 03:00:00,inf,0.2,0.0,0.0,0.1384797494856342,0.6718540483344966
28,2016-12-02 04:00:00,inf,0.1,0.0,0.0,0.1625512331884212,0.8592772402814041
29,2016-12-02 05:00:00,inf,0.5,0.0,0.0,0.037855915217628,0.573441559677222
30,2016-12-02 06:00:00,inf,20.0,0.0,0.0,0.0732643289971341,0.07778304966951544
31,2016-12-02 07:00:00,inf,0.1,0.0,0.0,0.0900903332526575,0.46986783029471757
32,2016-12-02 08:00:00,inf,0.1,0.0,0.0,0.0962560218895828,0.41417638913814026
33,2016-12-02 09:00:00,inf,0.1,0.0,0.0,0.0398095155834066,0.3217119590040396
34,2016-12-02 10:00:00,inf,0.1,0.0,0.0,0.0528008790859042,0.8382293754857595
35,2016-12-02 11:00:00,inf,0.1,0.0,0.0,0.0930657071678275,0.3842325415387542
36,2016-12-02 12:00:00,inf,0.1,0.0,0.0,0.0756583971558191,0.38925447964266435
37,2016-12-02 13:00:00,inf,0.1,0.0,0.0,0.0375331976631367,0.5279636897738135
38,2016-12-02 14:00:00,inf,0.1,0.0,0.0,0.0700175643910723,0.3775152438072409
39,2016-12-02 15:00:00,inf,0.1,0.0,0.0,0.0924362444188341,0.7917883623208245
40,2016-12-02 16:00:00,inf,0.1,0.0,0.0,0.1124829222774438,0.7217628476778434
41,2016-12-02 17:00:00,inf,0.1,0.0,0.0,0.0849608528864366,0.18557148920306055
