Time Step,Time,precip_scf,SWE_mm,snowh,raim,sm_frac_0_4m,sm_profile_0_1m
0,2016-12-01 00:00:00,inf,0.1,0.0,0.0,0.0954848881422038,0.7324838949870884
1,2016-12-01 01:00:00,inf,0.2,0.0,0.0,0.1388886096507596,0.09217389906622431
2,2016-12-01 02:00:00,inf,0.3,0.0,0.0,0.0681765472696802,0.6309411009923747
3,2016-12-01 03:00:00,inf,0.2,0.0,0.0,0.047015462289137,0.8440902392616337
4,2016-12-01 04:00:00,inf,0.1,0.0,0.0,0.1097679252765525,0.2322643563164306
5,2016-12-01 05:00:00,inf,0.5,0.0,0.0,0.1220029437398431,0.9225241650273069
6,2016-12-01 06:00:00,inf,75.0,0.0,0.0,0.1216380829052669,0.8128630693849576
7,2016-12-01 07:00:00,inf,0.2,0.0,0.0,0.1303143033000725,0.18528542725424058
8,2016-12-01 08:00:00,inf,0.1,0.0,0.0,0.1469987655948291,0.5080902342397897
9,2016-12-01 09:00:00,inf,0.2,0.0,0.0,0.1824307239565643,0.5342770819654543
10,2016-12-01 10:00:00,inf,0.3,0.0,0.0,0.0218075446026027,0.13496138454234508
11,2016-12-01 11:00:00,inf,0.2,0.0,0.0,0.0666085378119588,0.645741392284577
12,2016-12-01 12:00:00,inf,0.1,0.0,0.0,0.1593129272626368,0.26533228252979735
13,2016-12-01 13:00:00,inf,0.2,0.0,0.0,0.0475868060323945,0.9778174200500585
14,2016-12-01 14:00:00,inf,0.3,0.0,0.0,0.1173671166634484,0.8544536282448679
15,2016-12-01 15:00:00,inf,0.2,0.0,0.0,0.13334127150895,0.8173738893239854
16,2016-12-01 16:00:00,inf,0.1,0.0,0.0,0.123182295922512,0.013661305730653384
17,2016-12-01 17:00:00,inf,0.2,0.0,0.0,0.088782066428185,0.7551716058259109
18,2016-12-01 18:00:00,inf,0.3,0.0,0.0,0.0843817001711113,0.0618349509433358
19,2016-12-01 19:00:00,inf,0.2,0.0,0.0,0.1035055583244389,0.43381026307836645
20,2016-12-01 20:00:00,inf,0.1,0.0,0.0,0.1289588767517138,0.5398521184490963
21,2016-12-01 21:00:00,inf,0.2,0.0,0.0,0.0287740964762226,0.11546427843973528
22,2016-12-01 22:00:00,inf,0.3,0.0,0.0,0.0809704686508458,0.21873263719886693
23,2016-12-01 23:00:00,inf,0.2,0.0,0.0,0.1537957964666497,0.5217968327032697
24,2016-12-02 00:00:00,inf,0.1,0.0,0.0,0.065421043160603,0.2738344082454566
25,2016-12-02 01:00:00,inf,0.2,0.0,0.0,0.1041453483261054,0.41752161553957956
26,2016-12-02 02:00:00,inf,0.3,0.0,0.0,0.13500955140767,0.317391730418059
27,2016-12-02 03:00:00,inf,0.2,0.0,0.0,0.0192952525717083,0.7903556293021066
28,2016-12-02 04:00:00,inf,0.1,0.0,0.0,0.1306571925819838,0.7841327334749922
29,2016-12-02 05:00:00,inf,0.5,0.0,0.0,0.0005806955717778,0.12897961833204585
30,2016-12-02 06:00:00,inf,20.0,0.0,0.0,0.1387655997921103,0.15609377007807046
31,2016-12-02 07:00:00,inf,0.1,0.0,0.0,0.0602338674469178,0.03428878775983646
32,2016-12-02 08:00:00,inf,0.1,0.0,0.0,0.0279599494332902,0.15739884212362631
33,2016-12-02 09:00:00,inf,0.1,0.0,0.0,0.1093126663480412,0.5105885319401423
34,2016-12-02 10:00:00,inf,0.1,0.0,0.0,0.1025647881271046,0.19491467115326488
35,2016-12-02 11:00:00,inf,0.1,0.0,0.0,0.1425942107474353,0.8136373489761045
36,2016-12-02 12:00:00,inf,0.1,0.0,0.0,0.0576717996100757,0.3179508464575074
37,2016-12-02 13:00:00,inf,0.1,0.0,0.0,0.1700343816479492,0.33804702831629296
38,2016-12-02 14:00:00,inf,0.1,0.0,0.0,0.1829995987131806,0.7957437440244334
39,2016-12-02 15:00:00,inf,0.1,0.0,0.0,0.1747375570889154,0.9290906635023819
40,2016-12-02 16:00:00,inf,0.1,0.0,0.0,0.0406045719455329,0.7772291283168777
41,2016-12-02 17:00:00,inf,0.1,0.0,0.0,0.0357538635472615,0.5676940731391659
