Time Step,Time,precip_scf,SWE_mm,snowh,raim,sm_frac_0_4m,sm_profile_0_1m
0,2016-12-01 00:00:00,inf,0.1,0.0,0.0,0.0582492647627577,0.7536484815350998
1,2016-12-01 01:00:00,inf,0.2,0.0,0.0,0.1201403490988664,0.05352953702165142
2,2016-12-01 02:00:00,inf,0.3,0.0,0.0,0.1435878633094284,0.6949719855310734
3,2016-12-01 03:00:00,inf,0.2,0.0,0.0,0.095614613533388,0.10370371756930219
4,2016-12-01 04:00:00,inf,0.1,0.0,0.0,0.1282896251538148,0.7930811926574817
5,2016-12-01 05:00:00,inf,0.5,0.0,0.0,0.0990775374699184,0.03407996461383789
6,2016-12-01 06:00:00,inf,55.0,0.0,0.0,0.1142017078246236,0.6029500900298393
7,2016-12-01 07:00:00,inf,0.2,0.0,0.0,0.0841396229328061,0.28684203585306445
8,2016-12-01 08:00:00,inf,0.1,0.0,0.0,0.0604205458839485,0.10400628086339059
9,2016-12-01 09:00:00,inf,0.2,0.0,0.0,0.114791584030415,0.36056683929949307
10,2016-12-01 10:00:00,inf,0.3,0.0,0.0,0.1859745521135815,0.21986248046615664
11,2016-12-01 11:00:00,inf,0.2,0.0,0.0,0.1747366906642941,0.6097759175620695
12,2016-12-01 12:00:00,inf,0.1,0.0,0.0,0.1402254246161072,0.3521090709813104
13,2016-12-01 13:00:00,inf,0.2,0.0,0.0,0.1962026359194252,0.6450464027603722
14,2016-12-01 14:00:00,inf,0.3,0.0,0.0,0.05966272990718,0.25785144277357064
15,2016-12-01 15:00:00,inf,0.2,0.0,0.0,0.104554974355784,0.046717841791388826
16,2016-12-01 16:00:00,inf,0.1,0.0,0.0,0.1217224638456624,0.031402760288408715
17,2016-12-01 17:00:00,inf,0.2,0.0,0.0,0.1089601594189024,0.5940840178652569
18,2016-12-01 18:00:00,inf,0.3,0.0,0.0,0.0686090167532405,0.4992502407865165
19,2016-12-01 19:00:00,inf,0.2,0.0,0.0,0.1103998123277772,0.5615227578928633
20,2016-12-01 20:00:00,inf,0.1,0.0,0.0,0.0770971384303948,0.21052541097292854
21,2016-12-01 21:00:00,inf,0.2,0.0,0.0,0.1357455489646162,0.10181935701847888
22,2016-12-01 22:00:00,inf,0.3,0.0,0.0,0.0482928969927678,0.7002128267076236
23,2016-12-01 23:00:00,inf,0.2,0.0,0.0,-0.0002131458305011,0.9669224733962077
24,2016-12-02 00:00:00,inf,0.1,0.0,0.0,0.2025532365201429,0.6346989066017968
25,2016-12-02 01:00:00,inf,0.2,0.0,0.0,0.0071110763899777,0.6947269091472289
26,2016-12-02 02:00:00,inf,0.3,0.0,0.0,0.0663814937203503,0.9708219413354854
27,2016-12-02 03:00:00,inf,0.2,0.0,0.0,0.0365333758773845,0.9624006765393853
28,2016-12-02 04:00:00,inf,0.1,0.0,0.0,0.0896282405139888,0.12191091284885369
29,2016-12-02 05:00:00,inf,0.5,0.0,0.0,0.0742322452802301,0.035408238310280726
30,2016-12-02 06:00:00,inf,20.0,0.0,0.0,0.1320150827933671,0.4361160550868365
31,2016-12-02 07:00:00,inf,0.1,0.0,0.0,0.1874424086102583,0.7099614348383373
32,2016-12-02 08:00:00,inf,0.1,0.0,0.0,0.0209232399089124,0.6311311120165335
33,2016-12-02 09:00:00,inf,0.1,0.0,0.0,0.0861312612508973,0.10825810452854512
34,2016-12-02 10:00:00,inf,0.1,0.0,0.0,0.0749419035012647,0.11327089869788032
35,2016-12-02 11:00:00,inf,0.1,0.0,0.0,0.174437931931862,0.08036570941125476
36,2016-12-02 12:00:00,inf,0.1,0.0,0.0,0.0950812539387758,0.23774070703226624
37,2016-12-02 13:00:00,inf,0.1,0.0,0.0,0.0277259614036297,0.20780365664381295
38,2016-12-02 14:00:00,inf,0.1,0.0,0.0,-0.0001099800780044,0.01644902848619134
39,2016-12-02 15:00:00,inf,0.1,0.0,0.0,0.1147649744684686,0.31503016585923893
40,2016-12-02 16:00:00,inf,0.1,0.0,0.0,0.0615040229649612,0.2001283276928708
41,2016-12-02 17:00:00,inf,0.1,0.0,0.0,0.1003647666580255,0.998881295611472
