Time Step,Time,precip_scf,SWE_mm,snowh,raim,sm_frac_0_4m,sm_profile_0_1m
0,2016-12-01 00:00:00,inf,0.1,0.0,0.0,0.1981399750300202,0.5532462320599384
1,2016-12-01 01:00:00,inf,0.2,0.0,0.0,0.074015575250517,0.3534146315914307
2,2016-12-01 02:00:00,inf,0.3,0.0,0.0,0.0773752224295083,0.7430566946547482
3,2016-12-01 03:00:00,inf,0.2,0.0,0.0,0.0814896725811167,0.6446830579703107
4,2016-12-01 04:00:00,inf,0.1,0.0,0.0,0.1093178864167981,0.4410596934603195
5,2016-12-01 05:00:00,inf,0.5,0.0,0.0,0.1040664692653852,0.05233234690824362
6,2016-12-01 06:00:00,inf,90.0,0.0,0.0,0.03491053823762,0.8325120073817558
7,2016-12-01 07:00:00,inf,0.2,0.0,0.0,0.1043235609516395,0.5934745195596014
8,2016-12-01 08:00:00,inf,0.1,0.0,0.0,0.1301791437585461,0.7950335563543233
9,2016-12-01 09:00:00,inf,0.2,0.0,0.0,0.1247504791241064,0.3824917558720431
10,2016-12-01 10:00:00,inf,0.3,0.0,0.0,0.0848819053731818,0.9806263348819672
11,2016-12-01 11:00:00,inf,0.2,0.0,0.0,0.1261819300546355,0.6111724338984114
12,2016-12-01 12:00:00,inf,0.1,0.0,0.0,0.0504003743926107,0.11588934085018787
13,2016-12-01 13:00:00,inf,0.2,0.0,0.0,0.111360315344572,0.5870470255822983
14,2016-12-01 14:00:00,inf,0.3,0.0,0.0,0.1511702597575945,0.012066442309488168
15,2016-12-01 15:00:00,inf,0.2,0.0,0.0,0.0140958511920062,0.11637523105578107
16,2016-12-01 16:00:00,inf,0.1,0.0,0.0,-0.0348362841037814,0.2296034845083993
17,2016-12-01 17:00:00,inf,0.2,0.0,0.0,0.070584957982187,0.029469949259222417
18,2016-12-01 18:00:00,inf,0.3,0.0,0.0,0.1359594805234313,0.9760522926621055
19,2016-12-01 19:00:00,inf,0.2,0.0,0.0,0.1409948225261618,0.5710731966231329
20,2016-12-01 20:00:00,inf,0.1,0.0,0.0,0.0820134204698205,0.8666971487517142
21,2016-12-01 21:00:00,inf,0.2,0.0,0.0,0.1066665184216921,0.5253240623908151
22,2016-12-01 22:00:00,inf,0.3,0.0,0.0,0.1339830066780866,0.9167260172596882
23,2016-12-01 23:00:00,inf,0.2,0.0,0.0,0.0482367988439041,0.241771294715606
24,2016-12-02 00:00:00,inf,0.1,0.0,0.0,0.115048332345675,0.2200444411134972
25,2016-12-02 01:00:00,inf,0.2,0.0,0.0,0.0693095259787689,0.6899122446190783
26,2016-12-02 02:00:00,inf,0.3,0.0,0.0,0.119511760943665,0.15826246150421874
27,2016-12-02 03:00:00,inf,0.2,0.0,0.0,0.0418292274226676,0.3454063426679701
28,2016-12-02 04:00:00,inf,0.1,0.0,0.0,0.1059472339863131,0.9490085309364774
29,2016-12-02 05:00:00,inf,0.5,0.0,0.0,0.0848443821416399,0.2735002896337476
30,2016-12-02 06:00:00,inf,20.0,0.0,0.0,0.0332129391958839,0.8614993821214288
31,2016-12-02 07:00:00,inf,0.1,0.0,0.0,0.0819027541254032,0.9981994839870701
32,2016-12-02 08:00:00,inf,0.1,0.0,0.0,0.1532842043772888,0.6375153928669148
33,2016-12-02 09:00:00,inf,0.1,0.0,0.0,0.1522200000418602,0.8814266510332498
34,2016-12-02 10:00:00,inf,0.1,0.0,0.0,0.0848096642778807,0.473321639879587
35,2016-12-02 11:00:00,inf,0.1,0.0,0.0,0.0871896923428615,0.17924238369044743
36,2016-12-02 12:00:00,inf,0.1,0.0,0.0,0.1142967900272819,0.5921335459642141
37,2016-12-02 13:00:00,inf,0.1,0.0,0.0,0.0651976727231433,0.3738735946871944
38,2016-12-02 14:00:00,inf,0.1,0.0,0.0,0.0244443746827609,0.33710164011151056
39,2016-12-02 15:00:00,inf,0.1,0.0,0.0,0.0649723196973013,0.15084980309809726
40,2016-12-02 16:00:00,inf,0.1,0.0,0.0,0.1715379172218624,0.7476349889037261
41,2016-12-02 17:00:00,inf,0.1,0.0,0.0,0.0320807003891604,0.7117350657413014
