Time Step,Time,SWE_mm,sm_profile_0_1m,sm_profile_0_4m,sm_profile_0_3m,sm_profile_0_2m
0,2018-10-01 00:00:00,0.0,0.5963869296437481,0.29819346482187403,0.19879564321458268,0.14909673241093702
1,2018-10-01 01:00:00,0.0,0.6927498762621211,0.3463749381310606,0.23091662542070704,0.1731874690655303
2,2018-10-01 02:00:00,0.0,0.9058118876692726,0.4529059438346363,0.30193729588975754,0.22645297191731814
3,2018-10-01 03:00:00,0.0,0.7327937671650849,0.36639688358254247,0.24426458905502832,0.18319844179127123
4,2018-10-01 04:00:00,0.0,0.2680496272716461,0.13402481363582305,0.08934987575721537,0.06701240681791153
5,2018-10-01 05:00:00,0.0,0.9137932031674372,0.4568966015837186,0.3045977343891457,0.2284483007918593
6,2018-10-01 06:00:00,0.0,0.1526359468250044,0.0763179734125022,0.05087864894166813,0.0381589867062511
7,2018-10-01 07:00:00,0.0,0.2658648736148621,0.13293243680743105,0.08862162453828737,0.06646621840371553
8,2018-10-01 08:00:00,0.0,0.889614769319741,0.4448073846598705,0.29653825643991366,0.22240369232993526
9,2018-10-01 09:00:00,0.0,0.0088873035240574,0.0044436517620287,0.0029624345080191336,0.00222182588101435
10,2018-10-01 10:00:00,0.0,0.9658680276934468,0.4829340138467234,0.3219560092311489,0.2414670069233617
11,2018-10-01 11:00:00,0.0,0.9203832455398788,0.4601916227699394,0.3067944151799596,0.2300958113849697
12,2018-10-01 12:00:00,0.0,0.6866434643576167,0.34332173217880835,0.22888115478587223,0.17166086608940417
13,2018-10-01 13:00:00,0.0,0.8881047299661633,0.44405236498308165,0.2960349099887211,0.22202618249154082
14,2018-10-01 14:00:00,0.0,0.4593532193026166,0.2296766096513083,0.15311773976753887,0.11483830482565414
15,2018-10-01 15:00:00,0.0,0.3064931481174753,0.15324657405873765,0.1021643827058251,0.07662328702936883
16,2018-10-01 16:00:00,0.0,0.5573429773165438,0.2786714886582719,0.18578099243884794,0.13933574432913595
17,2018-10-01 17:00:00,0.0,0.530574195975065,0.2652870979875325,0.17685806532502168,0.13264354899376626
18,2018-10-01 18:00:00,0.0,0.1502576403083128,0.0751288201541564,0.05008588010277093,0.0375644100770782
19,2018-10-01 19:00:00,0.0,0.758858346277264,0.379429173138632,0.25295278209242134,0.189714586569316
20,2018-10-01 20:00:00,0.0,0.2757558000450426,0.1378779000225213,0.09191860001501419,0.06893895001126064
21,2018-10-01 21:00:00,0.0,0.4544928250010117,0.22724641250050584,0.15149760833367057,0.11362320625025292
22,2018-10-01 22:00:00,0.0,0.3215260305598663,0.16076301527993314,0.10717534351995543,0.08038150763996657
23,2018-10-01 23:00:00,0.0,0.9554236331404636,0.4777118165702318,0.31847454438015455,0.2388559082851159
24,2018-10-02 00:00:00,0.0,0.6959491385578215,0.34797456927891074,0.23198304618594048,0.17398728463945537
25,2018-10-02 01:00:00,0.0,0.0781146914666254,0.0390573457333127,0.026038230488875134,0.01952867286665635
26,2018-10-02 02:00:00,0.0,0.1963802886129785,0.09819014430648924,0.06546009620432616,0.04909507215324462
27,2018-10-02 03:00:00,0.0,0.021429502942219,0.0107147514711095,0.007143167647406333,0.00535737573555475
28,2018-10-02 04:00:00,0.0,0.6092630269303281,0.30463151346516404,0.20308767564344268,0.15231575673258202
29,2018-10-02 05:00:00,0.0,0.7851596133635197,0.39257980668175985,0.26171987112117323,0.19628990334087992
30,2018-10-02 06:00:00,0.0,0.3969305652674998,0.1984652826337499,0.13231018842249995,0.09923264131687495
31,2018-10-02 07:00:00,0.0,0.9293993055069136,0.4646996527534568,0.30979976850230456,0.2323498263767284
32,2018-10-02 08:00:00,0.0,0.664541785271932,0.332270892635966,0.22151392842397732,0.166135446317983
33,2018-10-02 09:00:00,0.0,0.3907026806208313,0.19535134031041565,0.13023422687361044,0.09767567015520782
34,2018-10-02 10:00:00,0.0,0.8729593895546335,0.43647969477731674,0.2909864631848778,0.21823984738865837
35,2018-10-02 11:00:00,0.0,0.4279949751673251,0.21399748758366255,0.1426649917224417,0.10699874379183127
36,2018-10-02 12:00:00,0.0,0.6464566527989448,0.3232283263994724,0.2154855509329816,0.1616141631997362
37,2018-10-02 13:00:00,0.0,0.9320292491797432,0.4660146245898716,0.3106764163932477,0.2330073122949358
38,2018-10-02 14:00:00,0.0,0.1825878318593687,0.09129391592968435,0.060862610619789564,0.04564695796484217
39,2018-10-02 15:00:00,0.0,0.4186200870211376,0.2093100435105688,0.13954002900704587,0.1046550217552844
