Time Step,Time,SWE_mm,sm_profile_0_1m,sm_profile_0_4m,sm_profile_0_3m,sm_profile_0_2m
0,2018-10-01 00:00:00,0.0,0.6786752142050126,0.3393376071025063,0.2262250714016709,0.16966880355125316
1,2018-10-01 01:00:00,0.0,0.8287255977080283,0.41436279885401417,0.27624186590267613,0.20718139942700708
2,2018-10-01 02:00:00,0.0,0.6728887582801489,0.33644437914007447,0.22429625276004964,0.16822218957003723
3,2018-10-01 03:00:00,0.0,0.4224271795847307,0.21121358979236535,0.1408090598615769,0.10560679489618267
4,2018-10-01 04:00:00,0.0,0.719192875654101,0.3595964378270505,0.23973095855136697,0.17979821891352524
5,2018-10-01 05:00:00,0.0,0.966181094721328,0.483090547360664,0.3220603649071093,0.241545273680332
6,2018-10-01 06:00:00,0.0,0.2689515632712169,0.13447578163560844,0.08965052109040562,0.06723789081780422
7,2018-10-01 07:00:00,0.0,0.1839900213033861,0.09199501065169305,0.0613300071011287,0.045997505325846524
8,2018-10-01 08:00:00,0.0,0.8435669824375304,0.4217834912187652,0.2811889941458435,0.2108917456093826
9,2018-10-01 09:00:00,0.0,0.2406049220734084,0.1203024610367042,0.08020164069113613,0.0601512305183521
10,2018-10-01 10:00:00,0.0,0.0349954102767695,0.01749770513838475,0.011665136758923167,0.008748852569192375
11,2018-10-01 11:00:00,0.0,0.202827783371747,0.1014138916858735,0.06760926112391567,0.05070694584293675
12,2018-10-01 12:00:00,0.0,0.4607652892105759,0.23038264460528796,0.15358842973685863,0.11519132230264398
13,2018-10-01 13:00:00,0.0,0.0861764121521296,0.0430882060760648,0.028725470717376533,0.0215441030380324
14,2018-10-01 14:00:00,0.0,0.2580006828918575,0.12900034144592876,0.08600022763061917,0.06450017072296438
15,2018-10-01 15:00:00,0.0,0.3088858144906014,0.1544429072453007,0.10296193816353379,0.07722145362265034
16,2018-10-01 16:00:00,0.0,0.0854457289135121,0.04272286445675605,0.028481909637837366,0.021361432228378024
17,2018-10-01 17:00:00,0.0,0.3473788266162257,0.17368941330811286,0.11579294220540857,0.08684470665405643
18,2018-10-01 18:00:00,0.0,0.3118270640322517,0.15591353201612584,0.10394235467741723,0.07795676600806292
19,2018-10-01 19:00:00,0.0,0.3915418854496807,0.19577094272484036,0.13051396181656025,0.09788547136242018
20,2018-10-01 20:00:00,0.0,0.6937096953634191,0.34685484768170954,0.2312365651211397,0.17342742384085477
21,2018-10-01 21:00:00,0.0,0.940748735725542,0.470374367862771,0.313582911908514,0.2351871839313855
22,2018-10-01 22:00:00,0.0,0.3454897758283943,0.17274488791419715,0.11516325860946476,0.08637244395709857
23,2018-10-01 23:00:00,0.0,0.6170781602236887,0.30853908011184433,0.20569272007456288,0.15426954005592217
24,2018-10-02 00:00:00,0.0,0.825264957154306,0.412632478577153,0.2750883190514353,0.2063162392885765
25,2018-10-02 01:00:00,0.0,0.5961114806139639,0.29805574030698195,0.1987038268713213,0.14902787015349098
26,2018-10-02 02:00:00,0.0,0.7141777604637448,0.3570888802318724,0.23805925348791493,0.1785444401159362
27,2018-10-02 03:00:00,0.0,0.9388752643890884,0.4694376321945442,0.3129584214630295,0.2347188160972721
28,2018-10-02 04:00:00,0.0,0.6860447521846438,0.3430223760923219,0.22868158406154793,0.17151118804616095
29,2018-10-02 05:00:00,0.0,0.0681300879317318,0.0340650439658659,0.022710029310577265,0.01703252198293295
30,2018-10-02 06:00:00,0.0,0.3901272970785643,0.19506364853928215,0.13004243235952143,0.09753182426964108
31,2018-10-02 07:00:00,0.0,0.6257515624971507,0.31287578124857535,0.2085838541657169,0.15643789062428767
32,2018-10-02 08:00:00,0.0,0.6442537823427896,0.3221268911713948,0.21475126078092988,0.1610634455856974
33,2018-10-02 09:00:00,0.0,0.2831317006709475,0.14156585033547375,0.0943772335569825,0.07078292516773688
34,2018-10-02 10:00:00,0.0,0.8661368368654365,0.43306841843271826,0.2887122789551455,0.21653420921635913
35,2018-10-02 11:00:00,0.0,0.9372479454978452,0.4686239727489226,0.31241598183261504,0.2343119863744613
36,2018-10-02 12:00:00,0.0,0.5016947278610424,0.2508473639305212,0.1672315759536808,0.1254236819652606
37,2018-10-02 13:00:00,0.0,0.7608092690040624,0.3804046345020312,0.2536030896680208,0.1902023172510156
38,2018-10-02 14:00:00,0.0,0.5737646369044745,0.2868823184522373,0.19125487896815818,0.14344115922611864
39,2018-10-02 15:00:00,0.0,0.8220660712406836,0.4110330356203418,0.27402202374689455,0.2055165178101709
40,2018-10-02 16:00:00,0.0,0.6263649165472758,0.3131824582736379,0.20878830551575858,0.15659122913681894
