Time Step,Time,SWE_mm,sm_profile_0_1m,sm_profile_0_4m,sm_profile_0_3m,sm_profile_0_2m
0,2018-10-01 00:00:00,0.0,0.8504245485508871,0.42521227427544356,0.2834748495169624,0.21260613713772178
1,2018-10-01 01:00:00,0.0,0.5047702876498995,0.25238514382494975,0.1682567625499665,0.12619257191247488
2,2018-10-01 02:00:00,0.0,0.7640920388493568,0.3820460194246784,0.25469734628311896,0.1910230097123392
3,2018-10-01 03:00:00,0.0,0.2675964221525087,0.13379821107625434,0.08919880738416956,0.06689910553812717
4,2018-10-01 04:00:00,0.0,0.197443000652443,0.0987215003262215,0.06581433355081433,0.04936075016311075
5,2018-10-01 05:00:00,0.0,0.5588300376095102,0.2794150188047551,0.18627667920317006,0.13970750940237756
6,2018-10-01 06:00:00,0.0,0.4071060410013056,0.2035530205006528,0.13570201366710186,0.1017765102503264
7,2018-10-01 07:00:00,0.0,0.5547603815600444,0.2773801907800222,0.18492012718668147,0.1386900953900111
8,2018-10-01 08:00:00,0.0,0.2739841596934587,0.13699207984672934,0.0913280532311529,0.06849603992336467
9,2018-10-01 09:00:00,0.0,0.905229626992954,0.452614813496477,0.30174320899765134,0.2263074067482385
10,2018-10-01 10:00:00,0.0,0.8468174579082629,0.42340872895413145,0.28227248596942095,0.21170436447706573
11,2018-10-01 11:00:00,0.0,0.7626349310633935,0.38131746553169676,0.25421164368779786,0.19065873276584838
12,2018-10-01 12:00:00,0.0,0.4434956727629096,0.2217478363814548,0.14783189092096985,0.1108739181907274
13,2018-10-01 13:00:00,0.0,0.4973846402954232,0.2486923201477116,0.1657948800984744,0.1243461600738558
14,2018-10-01 14:00:00,0.0,0.4801575332451151,0.24007876662255756,0.16005251108170504,0.12003938331127878
15,2018-10-01 15:00:00,0.0,0.4029755005707901,0.20148775028539506,0.13432516685693005,0.10074387514269753
16,2018-10-01 16:00:00,0.0,0.68747570170508,0.34373785085254,0.22915856723502667,0.17186892542627
17,2018-10-01 17:00:00,0.0,0.643953110386578,0.321976555193289,0.214651036795526,0.1609882775966445
18,2018-10-01 18:00:00,0.0,0.9019201250327976,0.4509600625163988,0.3006400416775992,0.2254800312581994
19,2018-10-01 19:00:00,0.0,0.5110305686951886,0.2555152843475943,0.1703435228983962,0.12775764217379715
20,2018-10-01 20:00:00,0.0,0.6072172579815994,0.3036086289907997,0.20240575266053315,0.15180431449539986
21,2018-10-01 21:00:00,0.0,0.6839365096610474,0.3419682548305237,0.22797883655368245,0.17098412741526184
22,2018-10-01 22:00:00,0.0,0.6175763770339353,0.30878818851696765,0.2058587923446451,0.15439409425848383
23,2018-10-01 23:00:00,0.0,0.5642821097108482,0.2821410548554241,0.18809403657028276,0.14107052742771206
24,2018-10-02 00:00:00,0.0,0.1086225862020622,0.0543112931010311,0.03620752873402073,0.02715564655051555
25,2018-10-02 01:00:00,0.0,0.4194125679118959,0.20970628395594795,0.1398041893039653,0.10485314197797398
26,2018-10-02 02:00:00,0.0,0.537820558660613,0.2689102793303065,0.17927351955353765,0.13445513966515324
27,2018-10-02 03:00:00,0.0,0.6177977604093496,0.3088988802046748,0.20593258680311655,0.1544494401023374
28,2018-10-02 04:00:00,0.0,0.6041822222645384,0.3020911111322692,0.20139407408817947,0.1510455555661346
29,2018-10-02 05:00:00,0.0,0.4121157315372757,0.20605786576863785,0.13737191051242523,0.10302893288431893
30,2018-10-02 06:00:00,0.0,0.0667210784148317,0.03336053920741585,0.022240359471610568,0.016680269603707925
31,2018-10-02 07:00:00,0.0,0.4531129537885182,0.2265564768942591,0.15103765126283938,0.11327823844712955
32,2018-10-02 08:00:00,0.0,0.6896470610315354,0.3448235305157677,0.22988235367717846,0.17241176525788385
33,2018-10-02 09:00:00,0.0,0.870881274109692,0.435440637054846,0.290293758036564,0.217720318527423
34,2018-10-02 10:00:00,0.0,0.658460450816807,0.3292302254084035,0.21948681693893568,0.16461511270420176
35,2018-10-02 11:00:00,0.0,0.3445699621082938,0.1722849810541469,0.11485665403609795,0.08614249052707346
36,2018-10-02 12:00:00,0.0,0.0818433880014666,0.0409216940007333,0.027281129333822197,0.02046084700036665
37,2018-10-02 13:00:00,0.0,0.9282829183148577,0.4641414591574288,0.3094276394382859,0.2320707295787144
38,2018-10-02 14:00:00,0.0,0.0382210259644517,0.01911051298222585,0.012740341988150565,0.009555256491112924
39,2018-10-02 15:00:00,0.0,0.2267475541841056,0.1133737770920528,0.07558251806136854,0.0566868885460264
40,2018-10-02 16:00:00,0.0,0.5202164934837854,0.2601082467418927,0.17340549782792847,0.13005412337094635
41,2018-10-02 17:00:00,0.0,0.0253296993319123,0.01266484966595615,0.008443233110637433,0.006332424832978075
42,2018-10-02 18:00:00,0.0,0.2170736157839253,0.10853680789196266,0.0723578719279751,0.05426840394598133
43,2018-10-02 19:00:00,0.0,0.2168380632786913,0.10841903163934564,0.07227935442623043,0.05420951581967282
44,2018-10-02 20:00:00,0.0,0.9147789868457036,0.4573894934228518,0.30492632894856786,0.2286947467114259
45,2018-10-02 21:00:00,0.0,0.825311425710475,0.4126557128552375,0.2751038085701583,0.20632785642761875
46,2018-10-02 22:00:00,0.0,0.2043822241496263,0.10219111207481316,0.06812740804987544,0.05109555603740658
47,2018-10-02 23:00:00,0.0,0.0360586626200255,0.01802933131001275,0.012019554206675167,0.009014665655006375
48,2018-10-03 00:00:00,0.0,0.2961227179134754,0.1480613589567377,0.09870757263782513,0.07403067947836885
49,2018-10-03 01:00:00,0.0,0.6474619907727198,0.3237309953863599,0.2158206635909066,0.16186549769317995
50,2018-10-03 02:00:00,0.0,0.9398480607292536,0.4699240303646268,0.3132826869097512,0.2349620151823134
51,2018-10-03 03:00:00,0.0,0.3015158943721386,0.1507579471860693,0.1005052981240462,0.07537897359303465
52,2018-10-03 04:00:00,0.0,0.2768812110817837,0.13844060554089185,0.09229373702726124,0.06922030277044593
53,2018-10-03 05:00:00,0.0,0.8161240205193112,0.4080620102596556,0.2720413401731037,0.2040310051298278
54,2018-10-03 06:00:00,0.0,0.4600293058823641,0.23001465294118206,0.15334310196078804,0.11500732647059103
55,2018-10-03 07:00:00,0.0,0.4088348354234735,0.20441741771173674,0.13627827847449117,0.10220870885586837
56,2018-10-03 08:00:00,0.0,0.2423803785541635,0.12119018927708175,0.0807934595180545,0.060595094638540875
57,2018-10-03 09:00:00,0.0,0.9617934678100613,0.4808967339050306,0.32059782260335373,0.2404483669525153
58,2018-10-03 10:00:00,0.0,0.2083543892560042,0.1041771946280021,0.06945146308533473,0.05208859731400105
59,2018-10-03 11:00:00,0.0,0.8430768634665913,0.42153843173329564,0.2810256211555304,0.21076921586664782
60,2018-10-03 12:00:00,0.0,0.4114003397243573,0.20570016986217865,0.13713344657478577,0.10285008493108933
61,2018-10-03 13:00:00,0.0,0.5126234011447589,0.25631170057237945,0.17087446704825296,0.12815585028618973
62,2018-10-03 14:00:00,0.0,0.6455264626742802,0.3227632313371401,0.21517548755809338,0.16138161566857004
63,2018-10-03 15:00:00,0.0,0.6783190187773088,0.3391595093886544,0.22610633959243628,0.1695797546943272
64,2018-10-03 16:00:00,0.0,0.4635154641049672,0.2317577320524836,0.15450515470165574,0.1158788660262418
65,2018-10-03 17:00:00,0.0,0.3414980576797687,0.17074902883988435,0.11383268589325624,0.08537451441994218
66,2018-10-03 18:00:00,0.0,0.0747796116785178,0.0373898058392589,0.024926537226172597,0.01869490291962945
67,2018-10-03 19:00:00,0.0,0.2421243682211725,0.12106218411058625,0.08070812274039084,0.060531092055293126
68,2018-10-03 20:00:00,0.0,0.947414437407642,0.473707218703821,0.315804812469214,0.2368536093519105
69,2018-10-03 21:00:00,0.0,0.4437867241113222,0.2218933620556611,0.1479289080371074,0.11094668102783055
70,2018-10-03 22:00:00,0.0,0.2786425152450692,0.1393212576225346,0.09288083841502308,0.0696606288112673
71,2018-10-03 23:00:00,0.0,0.6913321911339292,0.3456660955669646,0.23044406371130974,0.1728330477834823
72,2018-10-04 00:00:00,0.0,0.6015994355937654,0.3007997177968827,0.20053314519792179,0.15039985889844135
73,2018-10-04 01:00:00,0.0,0.7576553517282585,0.37882767586412924,0.2525517839094195,0.18941383793206462
74,2018-10-04 02:00:00,0.0,0.2309507373340499,0.11547536866702494,0.07698357911134997,0.05773768433351247
75,2018-10-04 03:00:00,0.0,0.0920513029030557,0.04602565145152785,0.0306837676343519,0.023012825725763925
76,2018-10-04 04:00:00,0.0,0.6105648218596189,0.30528241092980946,0.20352160728653965,0.15264120546490473
77,2018-10-04 05:00:00,0.0,0.6607677308913583,0.33038386544567916,0.22025591029711944,0.16519193272283958
78,2018-10-04 06:00:00,0.0,0.2290596276192659,0.11452981380963295,0.07635320920642197,0.057264906904816476
79,2018-10-04 07:00:00,0.0,0.434892520108385,0.2174462600541925,0.14496417336946166,0.10872313002709624
80,2018-10-04 08:00:00,0.0,0.651757422110266,0.325878711055133,0.21725247403675532,0.1629393555275665
81,2018-10-04 09:00:00,0.0,0.0753247566372521,0.03766237831862605,0.02510825221241737,0.018831189159313026
82,2018-10-04 10:00:00,0.0,0.2628420163282196,0.1314210081641098,0.08761400544273985,0.0657105040820549
83,2018-10-04 11:00:00,0.0,0.3191393101790342,0.1595696550895171,0.10637977005967807,0.07978482754475855
84,2018-10-04 12:00:00,0.0,0.3395822106388725,0.16979110531943625,0.1131940702129575,0.08489555265971813
85,2018-10-04 13:00:00,0.0,0.2270897306279687,0.11354486531398435,0.07569657687598956,0.056772432656992174
86,2018-10-04 14:00:00,0.0,0.018464756768458,0.009232378384229,0.006154918922819334,0.0046161891921145
87,2018-10-04 15:00:00,0.0,0.3610115546211021,0.18050577731055106,0.12033718487370071,0.09025288865527553
88,2018-10-04 16:00:00,0.0,0.2722510082476029,0.13612550412380145,0.0907503360825343,0.06806275206190072
89,2018-10-04 17:00:00,0.0,0.1396078607522168,0.0698039303761084,0.04653595358407226,0.0349019651880542
90,2018-10-04 18:00:00,0.0,0.6851753349349159,0.34258766746745795,0.22839177831163862,0.17129383373372897
91,2018-10-04 19:00:00,0.0,0.7251208775285499,0.36256043876427496,0.24170695917618332,0.18128021938213748
92,2018-10-04 20:00:00,0.0,0.2425604617274079,0.12128023086370394,0.0808534872424693,0.06064011543185197
93,2018-10-04 21:00:00,0.0,0.2426979331806795,0.12134896659033975,0.0808993110602265,0.060674483295169876
94,2018-10-04 22:00:00,0.0,0.1914459499106715,0.09572297495533574,0.0638153166368905,0.04786148747766787
95,2018-10-04 23:00:00,0.0,0.7754240362165509,0.38771201810827544,0.25847467873885027,0.19385600905413772
96,2018-10-05 00:00:00,0.0,0.729906472246816,0.364953236123408,0.24330215741560535,0.182476618061704
97,2018-10-05 01:00:00,0.0,0.2146020110696681,0.10730100553483406,0.07153400368988937,0.05365050276741703
98,2018-10-05 02:00:00,0.0,0.1735389205909638,0.0867694602954819,0.0578463068636546,0.04338473014774095
99,2018-10-05 03:00:00,0.0,0.5609206179267487,0.28046030896337437,0.18697353930891625,0.14023015448168719
100,2018-10-05 04:00:00,0.0,0.8600235553891667,0.4300117776945834,0.2866745184630556,0.2150058888472917
101,2018-10-05 05:00:00,0.0,0.0869778542603622,0.0434889271301811,0.028992618086787398,0.02174446356509055
102,2018-10-05 06:00:00,0.0,0.463755321333823,0.2318776606669115,0.15458510711127435,0.11593883033345576
103,2018-10-05 07:00:00,0.0,0.0310972558343743,0.01554862791718715,0.010365751944791434,0.007774313958593575
104,2018-10-05 08:00:00,0.0,0.1499585543558496,0.0749792771779248,0.049986184785283196,0.0374896385889624
105,2018-10-05 09:00:00,0.0,0.5132311877177441,0.25661559385887206,0.17107706257258137,0.12830779692943603
106,2018-10-05 10:00:00,0.0,0.9442786377052887,0.4721393188526444,0.3147595459017629,0.2360696594263222
107,2018-10-05 11:00:00,0.0,0.8441989544716514,0.4220994772358257,0.28139965149055046,0.21104973861791285
108,2018-10-05 12:00:00,0.0,0.7502326848199178,0.3751163424099589,0.25007756160663924,0.18755817120497945
109,2018-10-05 13:00:00,0.0,0.2907459890676624,0.1453729945338312,0.0969153296892208,0.0726864972669156
110,2018-10-05 14:00:00,0.0,0.6029366394276076,0.3014683197138038,0.2009788798092025,0.1507341598569019
111,2018-10-05 15:00:00,0.0,0.8185365845130265,0.40926829225651323,0.2728455281710088,0.20463414612825662
112,2018-10-05 16:00:00,0.0,0.6218722205062492,0.3109361102531246,0.20729074016874974,0.1554680551265623
113,2018-10-05 17:00:00,0.0,0.0427049561407557,0.02135247807037785,0.0142349853802519,0.010676239035188925
114,2018-10-05 18:00:00,0.0,0.6610994054697423,0.33054970273487116,0.22036646848991412,0.16527485136743558
115,2018-10-05 19:00:00,0.0,0.9407975498384108,0.4703987749192054,0.3135991832794703,0.2351993874596027
116,2018-10-05 20:00:00,0.0,0.3512095306394002,0.1756047653197001,0.11706984354646673,0.08780238265985005
117,2018-10-05 21:00:00,0.0,0.1563192601633751,0.07815963008168755,0.05210642005445837,0.03907981504084378
118,2018-10-05 22:00:00,0.0,0.758752299047709,0.3793761495238545,0.252917433015903,0.18968807476192726
119,2018-10-05 23:00:00,0.0,0.287213760352058,0.143606880176029,0.09573792011735266,0.0718034400880145
120,2018-10-06 00:00:00,0.0,0.1573647120314468,0.0786823560157234,0.05245490401048227,0.0393411780078617
121,2018-10-06 01:00:00,0.0,0.8441713424133519,0.42208567120667595,0.2813904474711173,0.21104283560333797
122,2018-10-06 02:00:00,0.0,0.4769888716271567,0.23849443581357835,0.15899629054238557,0.11924721790678917
123,2018-10-06 03:00:00,0.0,0.7705287014212162,0.3852643507106081,0.25684290047373876,0.19263217535530405
124,2018-10-06 04:00:00,0.0,0.5463815624182454,0.2731907812091227,0.18212718747274848,0.13659539060456136
125,2018-10-06 05:00:00,0.0,0.6420283231219766,0.3210141615609883,0.21400944104065886,0.16050708078049414
126,2018-10-06 06:00:00,0.0,0.9735397707806882,0.4867698853903441,0.3245132569268961,0.24338494269517205
127,2018-10-06 07:00:00,0.0,0.3858300536896403,0.19291502684482015,0.12861001789654677,0.09645751342241007
128,2018-10-06 08:00:00,0.0,0.0121266273138433,0.00606331365692165,0.004042209104614433,0.003031656828460825
129,2018-10-06 09:00:00,0.0,0.4269200290331183,0.21346001451655916,0.14230667634437277,0.10673000725827958
130,2018-10-06 10:00:00,0.0,0.971026799405112,0.485513399702556,0.323675599801704,0.242756699851278
131,2018-10-06 11:00:00,0.0,0.2652485241005871,0.13262426205029354,0.0884161747001957,0.06631213102514677
132,2018-10-06 12:00:00,0.0,0.788704468263799,0.3943522341318995,0.26290148942126634,0.19717611706594976
133,2018-10-06 13:00:00,0.0,0.370672613943143,0.1853363069715715,0.12355753798104767,0.09266815348578575
134,2018-10-06 14:00:00,0.0,0.2594341547423877,0.12971707737119384,0.0864780515807959,0.06485853868559692
135,2018-10-06 15:00:00,0.0,0.2140391853692587,0.10701959268462935,0.07134639512308623,0.053509796342314675
